1127,0,0.311414,0.509305,0.198511,0.378412
4372,0,0.270681,0.440998,0.096107,0.324818
4372,0,0.435523,0.441606,0.138686,0.379562
3407,0,0.533774,0.536344,0.220264,0.486784
7548,0,0.560204,0.486888,0.188265,0.429286
7548,1,0.612755,0.305153,0.078061,0.060714
7548,2,0.535204,0.441378,0.133163,0.177041
5923,0,0.400398,0.388446,0.111554,0.314741
3459,0,0.465605,0.428025,0.155414,0.412739
7029,0,0.460074,0.483415,0.180590,0.450860
7029,0,0.585381,0.493243,0.111794,0.426290
7029,0,0.855651,0.616708,0.256757,0.321867
7029,1,0.506143,0.296069,0.076167,0.066339
7029,2,0.429975,0.423833,0.100737,0.213759
7564,0,0.504300,0.493243,0.160934,0.436118
7564,2,0.504297,0.471744,0.153906,0.203931
4785,0,0.385749,0.391278,0.137592,0.318182
6804,0,0.426650,0.495721,0.122249,0.416870
6804,1,0.578240,0.290954,0.066015,0.046455
6804,2,0.558680,0.429095,0.154034,0.183374
6804,0,0.558680,0.463325,0.161369,0.396088
4688,0,0.426845,0.409934,0.127470,0.372749
2972,0,0.743488,0.617214,0.305776,0.328426
4825,0,0.420147,0.406634,0.132678,0.371007
4999,0,0.260768,0.461603,0.088481,0.392321
4999,0,0.790818,0.714524,0.367279,0.160267
2372,0,0.220951,0.604754,0.258803,0.389085
1883,0,0.305773,0.577113,0.274109,0.397898
1883,1,0.231992,0.459516,0.121578,0.158047
3448,0,0.398311,0.404185,0.103524,0.376652
7482,0,0.524938,0.467907,0.162562,0.424730
7482,1,0.563116,0.292796,0.080049,0.068350
7482,2,0.510160,0.430111,0.126847,0.154557
5995,0,0.845902,0.618241,0.209163,0.314456
5995,0,0.519351,0.451679,0.119522,0.368355
5995,0,0.411155,0.484462,0.106773,0.446215
5995,2,0.408765,0.434263,0.097211,0.176892
5995,2,0.515936,0.389243,0.107570,0.101195
5995,1,0.542629,0.301992,0.065339,0.065339
5525,0,0.514607,0.539326,0.191011,0.462921
5525,0,0.423596,0.431461,0.157303,0.400000
5525,2,0.423596,0.391011,0.121348,0.175281
158,0,0.554668,0.503686,0.242015,0.410319
158,1,0.582310,0.339066,0.095823,0.058968
158,2,0.557740,0.530098,0.157248,0.202703
4220,0,0.267109,0.440078,0.103125,0.335156
4220,0,0.380391,0.392813,0.107813,0.346875
4220,0,0.460469,0.422500,0.130469,0.381250
1023,0,0.296484,0.460547,0.139844,0.332031
4431,0,0.268856,0.436131,0.099757,0.327251
7446,0,0.523214,0.469196,0.158036,0.447321
7446,1,0.557143,0.280357,0.079464,0.060714
7446,2,0.515179,0.431250,0.131250,0.157143
4260,0,0.270234,0.446250,0.098437,0.325000
4260,1,0.549531,0.519375,0.161719,0.129688
4260,2,0.586641,0.681406,0.207813,0.189062
4260,0,0.579609,0.613828,0.234375,0.327344
1375,﻿
1257,0,0.169355,0.635236,0.266749,0.325062
5163,0,0.429638,0.442404,0.127664,0.448787
1175,0,0.111663,0.653846,0.218362,0.263027
1066,0,0.256250,0.610156,0.217188,0.364063
1066,0,0.320313,0.501563,0.164063,0.318750
1504,0,0.312500,0.488462,0.209615,0.398077
1504,1,0.241346,0.325000,0.055769,0.067308
1504,2,0.318269,0.410577,0.132692,0.161538
6840,1,0.572127,0.287286,0.090465,0.070905
6840,2,0.542176,0.443154,0.143032,0.182152
6840,0,0.540954,0.477995,0.162592,0.459658
7131,0,0.897247,0.627401,0.205506,0.309859
7131,1,0.570423,0.448143,0.156210,0.135723
7131,2,0.485275,0.674136,0.188220,0.211268
7131,0,0.519206,0.580666,0.258643,0.400768
7131,0,0.576825,0.448784,0.125480,0.349552
1820,1,0.220980,0.448336,0.124914,0.142094
1820,0,0.297758,0.577254,0.289922,0.409102
1820,2,0.383727,0.658500,0.111406,0.242688
3914,2,0.432422,0.333984,0.110156,0.178906
3914,0,0.435547,0.408984,0.122656,0.388281
5545,0,0.506742,0.567416,0.229213,0.424719
5545,2,0.507865,0.556180,0.204494,0.231461
4443,0,0.267032,0.434915,0.098540,0.317518
4443,0,0.422749,0.399027,0.091241,0.357664
385,0,0.585631,0.510224,0.192200,0.455948
385,1,0.644202,0.319427,0.069444,0.071549
385,2,0.558274,0.462525,0.129068,0.187991
385,0,0.652620,0.585631,0.281285,0.390713
385,2,0.650866,0.630875,0.273569,0.296016
2066,0,0.327427,0.507924,0.125468,0.335681
6920,0,0.522113,0.463759,0.137592,0.367322
6920,0,0.557125,0.554668,0.217445,0.460688
2955,0,0.519253,0.587203,0.208381,0.381653
2955,0,0.255946,0.454700,0.089468,0.372593
6470,0,0.410198,0.502777,0.118217,0.450078
6470,0,0.655177,0.563310,0.272041,0.431562
6470,1,0.719271,0.405213,0.132460,0.103974
6470,2,0.648768,0.642359,0.244979,0.273465
1353,0,0.303846,0.468269,0.126923,0.350000
277,0,0.615809,0.524083,0.177510,0.422608
277,1,0.671142,0.351029,0.060903,0.070559
277,2,0.579415,0.418616,0.101753,0.124034
277,0,0.545993,0.563076,0.260695,0.424837
277,1,0.482862,0.408590,0.129976,0.109923
277,2,0.550821,0.641804,0.129234,0.190137
277,0,0.789977,0.578673,0.224302,0.395128
277,2,0.828227,0.599469,0.086898,0.274807
4236,0,0.260832,0.442808,0.107452,0.334489
7181,1,0.782971,0.548656,0.192061,0.229193
7181,1,0.481434,0.280410,0.067862,0.071703
7181,1,0.401408,0.251601,0.051216,0.037132
7181,2,0.547375,0.652369,0.281690,0.254802
7181,2,0.421255,0.415493,0.111396,0.188220
7181,2,0.404609,0.318182,0.080666,0.083227
7181,0,0.645327,0.606274,0.477593,0.346991
7181,0,0.438540,0.446223,0.151088,0.405890
7181,0,0.580026,0.466709,0.124200,0.405890
7181,0,0.409731,0.409091,0.072983,0.364917
4793,0,0.431818,0.410934,0.163391,0.340295
4463,0,0.260341,0.425182,0.085158,0.334550
4463,0,0.385036,0.414842,0.125304,0.350365
1935,0,0.335000,0.589949,0.196375,0.371289
1935,0,0.313547,0.397711,0.136969,0.181516
5620,0,0.498782,0.549939,0.221681,0.417783
255,0,0.492578,0.485938,0.152344,0.415625
255,1,0.492188,0.322266,0.078125,0.082031
255,2,0.542578,0.435937,0.024219,0.125000
255,0,0.579688,0.446875,0.114062,0.414063
255,1,0.576172,0.275000,0.064844,0.065625
255,2,0.574609,0.389453,0.096094,0.161719
255,0,0.792188,0.612500,0.298438,0.334375
255,2,0.793359,0.668359,0.288281,0.213281
4662,0,0.560710,0.559691,0.333739,0.429431
4662,0,0.390235,0.428926,0.149942,0.401664
301,0,0.597612,0.478777,0.204991,0.373589
301,1,0.662600,0.329490,0.070559,0.070559
301,2,0.568275,0.463180,0.140374,0.184938
301,0,0.681911,0.577559,0.290404,0.409239
301,2,0.694537,0.608382,0.259210,0.276292
3265,0,0.437959,0.439427,0.147577,0.433921
3021,
639,1,0.195703,0.581250,0.125781,0.148438
639,2,0.300391,0.714453,0.269531,0.133594
639,0,0.283203,0.642578,0.313281,0.285156
316,0,0.596503,0.477606,0.209736,0.368266
316,1,0.666649,0.334158,0.065236,0.074355
316,2,0.564236,0.463577,0.139590,0.187290
316,0,0.678925,0.575810,0.283389,0.406145
316,2,0.685939,0.613338,0.262346,0.280584
2043,0,0.338983,0.498917,0.110870,0.342806
2052,0,0.341119,0.507762,0.122490,0.334710
921,0,0.327344,0.640234,0.287500,0.288281
921,0,0.305469,0.416797,0.123438,0.321094
1029,0,0.278125,0.473438,0.135937,0.339062
4751,0,0.406634,0.388206,0.164619,0.329238
4751,0,0.533784,0.593366,0.251843,0.353808
1167,
2547,0,0.320779,0.485714,0.144156,0.402597
2547,0,0.287662,0.581169,0.335065,0.401299
